ID,datetime,siteid,offerid,category,merchant,countrycode,browserid,devid,click
ID2xK8ZQA,2017-01-20 22:54:16,3696590.0,561474,17714,95601860,b,Google Chrome,Mobile,0
ID5k4kEC5,2017-01-12 12:40:54,1266456.0,3461,70424,26391770,f,IE,Mobile,0
IDotufWNk,2017-01-13 10:36:25,3068932.0,275767,80554,7122654,f,Edge,Tablet,0
IDnP0rrbt,2017-01-14 16:51:29,5513492.0,748008,48498,55358028,e,,Desktop,1
ID67yIWEe,2017-01-17 13:16:48,3923993.0,770620,43612,19098100,f,Firefox,Mobile,0
IDpSzwpr9,2017-01-20 08:02:40,685526.0,418331,6906,99510044,c,Mozilla Firefox,Desktop,1
IDfzHBM8V,2017-01-17 02:02:17,6934373.0,563034,84742,7122654,c,InternetExplorer,Desktop,1
IDnflP9eS,2017-01-17 13:33:15,2719423.0,109612,40339,43452411,f,Edge,Tablet,0
IDovvBtMS,2017-01-16 00:42:15,7014643.0,128528,48430,55420443,e,Opera,Mobile,1
IDcZF8zdX,2017-01-12 17:51:10,710834.0,923597,41706,4000296,f,Firefox,Mobile,0
ID4Zss8RG,2017-01-17 16:49:35,4335679.0,542678,41706,4000296,c,Google Chrome,Mobile,1
IDXlgMDzW,2017-01-16 11:59:48,318743.0,263575,6906,99510044,d,Google Chrome,Mobile,1
IDScNLNtU,2017-01-20 16:53:25,6896094.0,814551,30580,67147700,b,Firefox,Mobile,0
ID8098Rt3,2017-01-11 11:42:05,6453653.0,501286,11837,56546102,a,Edge,Tablet,0
IDbOH7nSW,2017-01-11 20:47:28,9421416.0,454276,6906,98830533,c,InternetExplorer,Desktop,1
IDys1XIP5,2017-01-20 08:02:20,6476133.0,41146,33638,555603,a,Firefox,,0
IDqWhkxu8,2017-01-12 14:02:40,7837497.0,633733,904,2050923,b,Firefox,Mobile,0
IDMJPjD9A,2017-01-14 11:40:06,16148.0,948148,36768,52403615,c,InternetExplorer,Desktop,1
IDcRfboEX,2017-01-11 13:52:29,8816704.0,14919,25516,30860214,b,Firefox,Mobile,0
IDhShjuVd,2017-01-12 11:25:45,3945813.0,781558,6906,99510044,b,Firefox,Mobile,0
IDdfYdY0G,2017-01-12 03:34:34,,994067,1678,76464134,d,Google Chrome,Mobile,1
ID39tU6aW,2017-01-11 16:45:48,3618896.0,724613,70424,44933356,e,Edge,Tablet,0
IDQVYxBz3,2017-01-14 11:16:50,1465913.0,1863,30580,67147700,d,Google Chrome,Mobile,1
IDtP8Jzrk,2017-01-15 15:10:06,5038203.0,173966,40050,67290861,c,IE,Mobile,1
IDynIaa52,2017-01-17 23:06:50,1033049.0,222116,6906,99510044,b,Chrome,Desktop,1
IDds9O45z,2017-01-19 04:58:39,4024765.0,876871,40339,43452411,b,Edge,,0
IDymhGSqS,2017-01-18 12:23:12,4286926.0,288277,48498,7864011,b,Mozilla,Desktop,0
ID0tJrfL0,2017-01-20 12:45:08,825977.0,346450,82396,70184594,d,Google Chrome,Mobile,1
IDyeJXhos,2017-01-10 10:55:05,3722406.0,107975,82877,67290861,a,Firefox,,0
IDKm0DVn4,2017-01-11 07:48:24,5084797.0,102040,6906,99510044,c,InternetExplorer,Desktop,1
IDfEFTZ22,2017-01-13 15:33:56,,870688,86652,74363610,a,Firefox,,0
IDKpW6twD,2017-01-10 10:22:23,6357104.0,606528,30580,67147700,b,Edge,Tablet,0
IDqxdfnKA,2017-01-17 14:22:12,7732667.0,550575,40339,43452411,b,Mozilla,Desktop,0
IDFqk2t7q,2017-01-11 18:17:18,,543483,33638,555603,e,Firefox,Mobile,0
IDH7yBzEH,2017-01-16 13:40:11,8236564.0,125632,54343,71193712,b,Firefox,Mobile,0
IDjLSxnJx,2017-01-14 12:02:34,1706645.0,95285,42227,1436904,f,Mozilla,Desktop,0
IDeG1KoFF,2017-01-15 14:14:26,5758874.0,58259,97863,43770446,b,Mozilla,Desktop,0
IDzmxGlDa,2017-01-13 12:46:46,8698845.0,175311,86652,20301556,a,Firefox,,0
IDFCxvM13,2017-01-15 13:57:47,8473811.0,203776,43897,46512126,d,InternetExplorer,Desktop,1
IDxUEwIZz,2017-01-11 10:14:05,9119995.0,320549,17714,20301556,a,Edge,Tablet,0
IDzIOoZK4,2017-01-17 11:29:44,1484694.0,609455,76239,64615852,c,Edge,Tablet,0
IDtPKPg6y,2017-01-16 22:10:22,1291005.0,616313,48430,55420443,c,InternetExplorer,Desktop,1
IDuHVtbcN,2017-01-18 10:18:18,6274001.0,509166,48430,55420443,c,Google Chrome,Mobile,1
IDrNQ6OoX,2017-01-20 08:16:33,1547943.0,785327,40339,37135965,b,,Desktop,0
IDVPnYFL5,2017-01-12 19:08:19,2340174.0,886443,62949,56546102,d,Google Chrome,Mobile,1
IDwJJ6djo,2017-01-20 13:40:32,7160311.0,770417,33033,36994522,a,,Tablet,0
IDMXWLlpn,2017-01-20 09:32:27,3363036.0,261379,34670,87807327,b,Internet Explorer,,0
IDIa7dsib,2017-01-11 18:06:33,,987083,82877,86048641,d,InternetExplorer,Desktop,1
IDbCobxzK,2017-01-20 16:08:43,9718653.0,604514,72160,99684291,b,Google Chrome,Mobile,1
ID8EVpm25,2017-01-15 09:06:51,3658428.0,587033,6906,71165566,c,Google Chrome,,1
IDCmaEGpP,2017-01-12 15:07:47,8444952.0,631837,42227,49384126,a,Mozilla Firefox,Desktop,0
IDBETVOUN,2017-01-20 01:29:59,2536414.0,365433,6906,99510044,c,InternetExplorer,,1
IDA645EH6,2017-01-11 18:05:14,4990851.0,110375,80319,15961717,c,InternetExplorer,Desktop,1
ID2GHKfKp,2017-01-18 17:28:46,6596422.0,263811,74263,2050923,d,InternetExplorer,Desktop,1
IDbhK39J5,2017-01-12 08:38:51,5127798.0,200054,37055,7864011,b,Firefox,,0
IDQgsufEj,2017-01-13 17:40:06,2643921.0,653659,33949,48644561,b,Mozilla,Desktop,0
IDXp5S6LG,2017-01-11 14:40:04,6915861.0,160886,1678,60293830,e,Firefox,Mobile,0
IDVMzkN9t,2017-01-17 12:12:44,2817379.0,359725,48498,7864011,e,Firefox,Mobile,0
IDJas3moh,2017-01-18 17:21:58,9154801.0,300074,80554,7122654,c,Google Chrome,Mobile,1
IDvQeisZr,2017-01-12 14:48:49,2747255.0,700780,23576,1434817,a,Google Chrome,Mobile,1
ID1Ctia5R,2017-01-20 19:52:35,765291.0,796820,71642,29352781,b,Google Chrome,Mobile,1
ID9He3vYQ,2017-01-19 16:17:06,2913694.0,718290,17714,2050923,b,Firefox,Mobile,0
ID3shIEm3,2017-01-16 02:01:54,220363.0,539911,84987,37135965,b,Firefox,Mobile,0
ID3amuRh8,2017-01-19 07:43:38,1440056.0,606788,12052,31388981,c,InternetExplorer,Desktop,1
IDRidLZnb,2017-01-12 15:16:54,6279627.0,921578,21380,26461535,b,Edge,Tablet,0
IDUx7aThq,2017-01-18 10:29:14,7133340.0,910164,1678,14334527,b,Edge,,0
IDZzl9rN4,2017-01-11 17:01:45,5352278.0,574098,6906,99510044,b,Firefox,Mobile,0
ID7QvezZH,2017-01-18 05:38:17,9497410.0,333141,40339,7122654,b,Firefox,Mobile,0
IDSW4o8J7,2017-01-15 18:23:50,9321939.0,696097,55686,91808273,b,Firefox,Mobile,0
IDv0ymrHf,2017-01-19 07:47:14,4800985.0,895975,30580,67147700,e,Edge,Tablet,0
IDzVeBubY,2017-01-16 17:18:12,3973664.0,961099,37718,67274540,c,InternetExplorer,,1
ID6zG5Mif,2017-01-17 14:28:15,8063404.0,571277,68947,47079934,d,InternetExplorer,Desktop,1
ID7XM5xSv,2017-01-12 17:11:09,6419259.0,249093,82877,21873352,d,InternetExplorer,Desktop,1
IDlg9AJQT,2017-01-13 09:47:01,8476510.0,771387,74263,74363610,a,Edge,Tablet,0
IDBO02wwE,2017-01-15 13:21:25,3825268.0,501059,96313,12817537,c,Google Chrome,Mobile,1
IDmkeqhKY,2017-01-10 11:35:41,102373.0,257621,92704,93157824,b,,Mobile,0
IDK5ptmPk,2017-01-17 23:10:02,7053514.0,661401,68847,95302954,c,InternetExplorer,Desktop,1
IDXY4ibQN,2017-01-11 13:43:11,2921976.0,269963,6906,99510044,c,Edge,,0
IDUcMcXmA,2017-01-18 11:16:10,5197203.0,262394,82877,38492160,d,Firefox,Mobile,0
IDiQ8q13N,2017-01-12 13:44:57,1561238.0,939697,6906,98830533,c,,Desktop,1
IDcLc8Pnh,2017-01-20 13:26:21,7393852.0,491245,22023,48644561,b,,,0
ID1ObVMP4,2017-01-12 16:08:06,5665078.0,505685,80554,57977218,a,Firefox,Mobile,0
ID8Mfgh2m,2017-01-11 17:44:57,2235121.0,908976,6906,98830533,c,InternetExplorer,Desktop,1
IDnvf0UK0,2017-01-14 07:49:45,3032554.0,973517,15912,54526992,c,,,1
IDYsLqPca,2017-01-12 11:50:20,1702526.0,434855,40050,67290861,c,Edge,Tablet,0
IDRcAWqdG,2017-01-18 19:19:49,1339682.0,795574,15124,11945063,a,InternetExplorer,Desktop,1
IDw9brbHC,2017-01-15 09:53:42,,551743,9764,1189152,a,Mozilla,,0
IDTK5ycHs,2017-01-14 12:09:01,8672716.0,789310,11837,79474990,f,Edge,Tablet,0
IDd2S4lXO,2017-01-14 12:53:13,2899685.0,619508,70409,49384126,f,Edge,Tablet,0
IDyzomaFi,2017-01-11 19:16:30,4882623.0,191364,11837,18243870,a,Edge,Tablet,0
IDvFf7avI,2017-01-20 15:05:03,2817827.0,521072,82877,38492160,e,Firefox,Mobile,0
IDvgRnbci,2017-01-14 11:10:14,6319418.0,693971,97103,76811147,d,Mozilla,Desktop,1
ID8JJjiQ6,2017-01-20 08:04:12,3429383.0,710307,40339,43452411,d,Mozilla Firefox,Desktop,0
IDl6uNquL,2017-01-17 07:20:02,,173767,33949,29624796,b,Google Chrome,Mobile,0
IDXftiFsr,2017-01-13 16:18:34,7769915.0,174251,54916,43526789,c,Chrome,Desktop,1
IDtiHh0aT,2017-01-14 16:15:40,,701637,42227,1436904,e,Edge,Tablet,0
IDOpZdNHQ,2017-01-12 08:28:08,,16376,53956,87807327,f,Edge,,0
IDD7qfhpn,2017-01-13 08:01:09,8896401.0,64606,17714,74363610,b,Firefox,Mobile,0
IDuqqpaZE,2017-01-20 00:03:59,,630538,45620,31388981,d,InternetExplorer,Desktop,1
IDAnl1Ck5,2017-01-10 17:58:03,924483.0,339869,42227,40441133,b,InternetExplorer,Desktop,0
IDLircbzP,2017-01-20 12:11:55,8422088.0,772638,7169,57977218,d,InternetExplorer,,1
IDEPec9sv,2017-01-14 15:24:01,9437029.0,639897,42227,43770446,b,Edge,Tablet,0
IDTEU6R5U,2017-01-10 18:18:55,7293548.0,240503,40339,37135965,e,Google Chrome,Mobile,0
IDiGFLAi6,2017-01-18 14:19:08,6682920.0,913046,6906,99510044,c,Google Chrome,Mobile,1
IDD0tJhmd,2017-01-20 19:04:30,5603733.0,885945,6906,99510044,f,Google Chrome,Mobile,1
IDiXEwqHn,2017-01-13 19:35:10,,839271,70424,29916445,c,Google Chrome,Mobile,1
IDZM0k6Wm,2017-01-11 11:50:47,2310899.0,922883,64452,87726715,b,Edge,Tablet,0
IDRy1H2bR,2017-01-14 07:53:57,9542136.0,426818,54916,29624796,d,Google Chrome,,1
IDKNqgIqj,2017-01-11 13:50:44,4747107.0,962852,54916,30860214,b,Chrome,Desktop,0
IDrPuZYqm,2017-01-13 10:47:16,,251199,93286,90093962,c,Google Chrome,Mobile,1
IDJ3o1MZR,2017-01-16 18:16:26,2910893.0,739666,33638,47079934,a,InternetExplorer,Desktop,1
IDtb6PFIg,2017-01-12 16:13:31,4548947.0,828290,33638,29916445,b,Edge,Tablet,0
IDapjDIAR,2017-01-10 15:35:40,8654958.0,600785,50088,57977218,b,Edge,Tablet,0
IDEo3JnWt,2017-01-15 10:25:35,3872116.0,358522,6906,99510044,a,InternetExplorer,Desktop,1
IDN2z8Qnq,2017-01-16 14:30:32,9869275.0,227900,8467,95302954,b,Edge,Tablet,0
IDGM4odpE,2017-01-14 10:31:51,9945354.0,747541,33287,59651778,c,Mozilla Firefox,Desktop,1
IDGBGHxmp,2017-01-17 10:23:59,8364184.0,516522,10345,64511164,c,InternetExplorer,Desktop,1
IDZ6SIxbh,2017-01-11 09:39:07,4400507.0,569941,21407,17488931,a,Google Chrome,Mobile,0
IDTDR7of3,2017-01-11 11:39:50,7232107.0,124204,17714,74363610,e,IE,Mobile,0
IDZ1kz9wN,2017-01-14 15:26:05,6143266.0,32778,48498,7864011,a,Firefox,Mobile,0
IDAeNNVVn,2017-01-14 14:14:12,4395942.0,232766,30580,67147700,b,Firefox,Mobile,0
IDZftayBQ,2017-01-19 12:41:18,6477205.0,755981,17714,61682792,b,Mozilla,Desktop,0
IDOIEuG9h,2017-01-12 19:53:21,,818424,6906,98830533,d,Google Chrome,Mobile,1
IDN99HHCc,2017-01-12 11:30:16,6744837.0,92842,66786,74363610,c,Google Chrome,,1
IDR3MO4dr,2017-01-13 17:12:10,6039042.0,528257,42227,49384126,b,InternetExplorer,Desktop,0
IDG0i7oe1,2017-01-19 15:56:23,1402501.0,707835,15124,99558603,f,Firefox,Mobile,0
IDT1CexEh,2017-01-10 14:44:34,5596315.0,841643,17714,74363610,d,Mozilla Firefox,Desktop,0
IDHpWuzAu,2017-01-14 17:49:23,1223689.0,889768,68947,81968512,d,Google Chrome,Mobile,1
ID33rpI77,2017-01-18 09:35:33,9331302.0,69492,48430,55420443,d,Google Chrome,Mobile,1
IDJJoKq0U,2017-01-13 21:55:08,5449138.0,530589,87732,18481500,f,Google Chrome,,1
IDe2kzgLI,2017-01-18 15:12:06,5907809.0,696991,33033,94555413,c,Edge,Tablet,0
IDVe7M1LM,2017-01-11 17:05:57,9096430.0,974870,9764,13742268,c,,Desktop,0
ID4K8byo5,2017-01-20 09:16:56,655579.0,712276,73362,9556126,d,InternetExplorer,,1
IDfZGowbQ,2017-01-17 08:51:39,3509433.0,366918,54125,16340250,c,InternetExplorer,,1
IDbDqxrWG,2017-01-19 11:51:48,8969010.0,587220,73248,2450342,b,Firefox,Mobile,0
IDEKSg3UG,2017-01-11 14:27:32,483071.0,671583,49168,76631398,b,,Desktop,0
IDgu6PBgm,2017-01-10 08:19:15,6783879.0,531543,11837,28223890,d,Google Chrome,,1
IDGjiYx6C,2017-01-14 15:38:31,75335.0,486583,42227,43179292,a,Mozilla Firefox,Desktop,0
IDmRPKt2o,2017-01-19 14:06:25,1699126.0,752315,97863,96498275,b,Google Chrome,Mobile,0
IDtWsYyhO,2017-01-12 17:30:18,8061693.0,348157,48498,55358028,c,IE,Mobile,0
IDiHK3QZr,2017-01-18 12:47:51,4316901.0,865263,26162,45860916,d,Google Chrome,Mobile,1
IDVwN6SHF,2017-01-13 14:49:14,9478667.0,508807,42227,5675575,d,Google Chrome,Mobile,1
IDbskqDLJ,2017-01-10 18:56:14,5812620.0,328284,21407,80645978,b,Edge,Tablet,0
IDvsPuCbQ,2017-01-19 16:14:48,1402501.0,663776,15124,99558603,a,Edge,Tablet,0
IDJooeKCY,2017-01-17 08:55:32,6114944.0,919169,43612,31533763,f,InternetExplorer,Desktop,1
IDnAtqfkx,2017-01-16 21:31:47,7509809.0,287045,1678,76532649,c,Google Chrome,,1
ID56n5oDC,2017-01-11 19:27:58,8034569.0,167083,36610,20301556,b,Edge,,0
IDLOrdLLF,2017-01-17 20:02:32,,650779,84987,54526992,c,Internet Explorer,Tablet,1
IDIckIos9,2017-01-20 00:46:36,2858089.0,255954,1678,89408393,c,,Mobile,1
IDAHPF1EQ,2017-01-16 15:50:04,5730644.0,764306,50088,7864011,e,InternetExplorer,Desktop,0
IDR3F43VV,2017-01-18 18:20:00,6945965.0,64449,904,26391770,b,Google Chrome,,1
IDVduN13n,2017-01-10 10:56:43,3889085.0,407794,12052,31388981,c,Mozilla Firefox,Desktop,1
IDEovBjQu,2017-01-19 12:45:27,7815749.0,106568,53956,91808273,b,Firefox,Mobile,0
IDkLeVnOh,2017-01-14 11:28:40,9654870.0,450962,97863,43770446,a,Edge,Tablet,0
IDuUdci94,2017-01-17 12:26:28,8587523.0,124540,33638,555603,f,Opera,Mobile,0
IDQVZaOu2,2017-01-14 15:44:21,6859515.0,634970,8467,7181598,c,Opera,,1
ID4w7IOXI,2017-01-18 10:48:22,979846.0,52695,13412,77318092,b,Google Chrome,,1
IDlyKW3to,2017-01-17 08:15:35,1657884.0,660547,9764,74868704,a,Firefox,Mobile,0
IDlQnPur9,2017-01-18 11:16:30,,104956,92704,35888759,b,Google Chrome,Mobile,0
IDWDVEssr,2017-01-16 17:55:49,644791.0,477889,82877,47924513,e,InternetExplorer,Desktop,0
IDJNuA6rh,2017-01-17 16:57:08,9000236.0,817497,80692,7122654,a,Firefox,Mobile,0
IDkbSGDOr,2017-01-13 11:51:37,8058697.0,342617,36768,23981625,b,Firefox,Mobile,0
IDUpcQ0sY,2017-01-15 16:29:34,,813344,6906,99510044,c,Google Chrome,Mobile,1
IDQDg5YAp,2017-01-14 01:08:28,1780645.0,29235,6906,99510044,d,Opera,Mobile,0
IDGGAqPTW,2017-01-11 01:08:27,820850.0,964346,95113,42296429,d,Google Chrome,Mobile,1
IDGxoHQwI,2017-01-18 06:46:25,9285503.0,707180,35046,54630329,c,Google Chrome,Mobile,1
IDum1KgUQ,2017-01-17 13:54:25,4765681.0,551270,41706,62201833,d,InternetExplorer,Desktop,1
IDKEdJ35Q,2017-01-14 11:59:10,9346557.0,693084,68847,50595884,b,Firefox,Mobile,0
ID2NerPjN,2017-01-11 18:09:21,1594968.0,845397,89522,76532649,b,Google Chrome,Mobile,0
IDo3l0UXY,2017-01-16 21:23:53,472696.0,842052,53956,52437512,c,Google Chrome,Mobile,1
IDSaRFAhU,2017-01-15 15:13:16,6833720.0,128738,3037,3402198,f,Edge,Tablet,0
IDIgkR1Wj,2017-01-12 13:53:51,4555958.0,171908,5602,60774669,f,Firefox,Mobile,0
IDUj33Ufb,2017-01-11 19:29:13,4018340.0,265186,71441,7122654,d,InternetExplorer,Desktop,1
ID8yqqoL2,2017-01-15 14:49:40,9368047.0,132059,93188,15961717,c,InternetExplorer,Desktop,1
IDrWPicP5,2017-01-20 19:15:21,4628933.0,369092,15912,30860214,d,InternetExplorer,Desktop,1
IDDe9ABoL,2017-01-12 12:36:27,7693537.0,225979,42227,1189152,b,Edge,Tablet,0
IDE5BFwUU,2017-01-14 17:14:20,314531.0,764522,54916,74868704,c,InternetExplorer,,1
IDn8ifbuQ,2017-01-13 08:39:29,5495974.0,275570,82877,67290861,b,Edge,Tablet,0
IDX7T64DW,2017-01-19 20:41:04,3696590.0,529047,94232,29624796,b,Firefox,Mobile,0
IDfzZOoWV,2017-01-13 16:16:00,8419259.0,940280,34670,87807327,a,Edge,Tablet,0
ID4iShoR0,2017-01-17 14:30:24,193010.0,686198,36768,555603,c,Google Chrome,Mobile,1
IDgKtCkc3,2017-01-19 07:56:35,9312457.0,474174,43897,7122654,d,Edge,Tablet,0
ID0mL2Y1F,2017-01-12 16:20:18,1466152.0,917177,73248,83960204,a,Firefox,Mobile,0
IDtNISz3X,2017-01-17 12:07:01,,912312,89522,74868704,e,Mozilla,Desktop,1
IDwuxq4lj,2017-01-20 17:23:54,1759885.0,982586,92704,47079934,f,Opera,Mobile,0
ID79Bw2mD,2017-01-17 22:24:15,8059241.0,385930,70409,18243870,c,Mozilla Firefox,Desktop,1
IDLNF00y9,2017-01-16 00:15:37,4739031.0,652245,904,26391770,e,Mozilla,Desktop,0
IDCChX6zZ,2017-01-10 17:53:34,4172018.0,485474,48498,81968512,d,InternetExplorer,Desktop,1
IDg9eXekZ,2017-01-20 08:54:16,367933.0,5674,1678,26391770,b,Firefox,Mobile,0
IDmmttOnU,2017-01-19 17:28:18,8117425.0,213876,68947,32912111,b,Firefox,Mobile,0
IDGlFxfoI,2017-01-13 10:29:58,9574574.0,505391,6906,99510044,b,Mozilla,Desktop,0
IDdiZb3ku,2017-01-14 19:02:38,1277054.0,874900,5602,58604466,d,Google Chrome,Mobile,1
IDbdS9E9a,2017-01-19 19:44:48,7850504.0,9289,71441,7122654,d,InternetExplorer,Desktop,1
IDosJqcbx,2017-01-13 17:15:41,,550687,6906,99510044,b,Firefox,Mobile,0
IDThLsrM0,2017-01-19 09:57:31,6181675.0,423038,84974,78683718,a,Firefox,Mobile,0
IDbwb8W59,2017-01-14 09:27:18,,356261,96184,93157824,b,Firefox,Mobile,0
IDx7pD3Ld,2017-01-14 10:14:38,4090473.0,72047,33949,7122654,b,Mozilla,Desktop,0
IDLkkTefg,2017-01-15 14:04:14,7893702.0,987697,34670,6171136,f,Chrome,Desktop,0
ID0kFFver,2017-01-19 07:23:52,8562455.0,546765,7126,555603,b,InternetExplorer,Desktop,1
IDyAnyL5C,2017-01-14 00:52:40,5891864.0,28664,5602,70257095,d,Google Chrome,Mobile,1
IDeA01W45,2017-01-14 14:54:43,1467748.0,748582,68847,73725102,b,Edge,Tablet,0
ID94TFMne,2017-01-17 21:31:14,1983197.0,149946,6906,71165566,c,,Mobile,1
IDJ828JwS,2017-01-19 07:52:57,6723551.0,161997,86652,47079934,f,Google Chrome,Mobile,1
IDE891KeX,2017-01-13 14:11:02,6538778.0,113570,5602,55277834,e,Chrome,Desktop,0
ID1HUZ5JW,2017-01-11 08:13:32,6941692.0,85985,82877,67290861,d,InternetExplorer,Desktop,1
IDuP93nfe,2017-01-18 11:34:31,4004907.0,647945,42227,99558603,e,Internet Explorer,Tablet,0
IDXYr2zrw,2017-01-16 07:59:51,4552144.0,501822,95113,32102521,c,InternetExplorer,,1
IDSrqqsTg,2017-01-19 17:27:57,2022208.0,598374,10345,64511164,b,Firefox,,0
ID7vtlfoU,2017-01-16 13:41:41,6605306.0,528334,5602,78406516,c,InternetExplorer,Desktop,1
IDOjhyDW6,2017-01-17 16:39:49,7046808.0,763903,41706,4000296,c,Edge,Tablet,0
ID1okzx9q,2017-01-17 16:47:57,214915.0,276171,17714,26391770,f,Firefox,Mobile,0
IDJNaUWRS,2017-01-17 08:21:32,8726149.0,533207,42227,49384126,e,InternetExplorer,Desktop,0
IDxMwGtYU,2017-01-14 18:54:04,2813746.0,717494,1678,60293830,d,Google Chrome,Mobile,1
IDbKLg8H2,2017-01-18 08:24:13,4488235.0,101220,56811,7122654,c,Mozilla,Desktop,0
IDhb7esvp,2017-01-12 10:34:54,1215612.0,411275,40339,37135965,b,Firefox,,0
IDfAbC2B6,2017-01-20 07:59:00,3071217.0,212241,71642,29352781,f,InternetExplorer,Desktop,1
IDt9wZwhn,2017-01-15 14:16:37,7893702.0,137685,62416,68646414,f,Opera,,0
ID452MVQs,2017-01-10 14:34:20,5636275.0,42766,95113,65017662,b,Mozilla,Desktop,0
IDXkcGOFa,2017-01-16 16:27:19,898184.0,180445,42227,43770446,b,,,0
IDGqamVc1,2017-01-18 17:41:45,6344302.0,742906,12052,17581428,f,Firefox,Mobile,0
IDlVKiERW,2017-01-14 11:30:21,3953395.0,313039,43897,47079934,f,Firefox,Mobile,0
IDfuzO6ol,2017-01-15 03:36:37,455794.0,516790,92704,64322853,e,Internet Explorer,Tablet,1
IDsTSTnV7,2017-01-19 16:50:27,5417874.0,283828,25491,79474990,b,Firefox,,0
IDACfWX7V,2017-01-12 12:10:26,1858119.0,567227,26162,46512126,d,Edge,Tablet,0
IDfHLfAQN,2017-01-15 19:24:00,7158956.0,69026,96184,29624796,c,InternetExplorer,Desktop,1
IDiSXLXoO,2017-01-18 15:40:06,788267.0,61828,93286,46997962,b,Edge,Tablet,0
ID7kEZQMl,2017-01-15 18:08:38,8351422.0,465233,55686,15961717,c,Google Chrome,Mobile,1
IDV1uN2Cq,2017-01-19 09:00:52,166966.0,781916,6906,99510044,c,InternetExplorer,Desktop,1
IDdyVV0Fj,2017-01-19 17:25:44,9222917.0,951279,6906,99510044,a,,Mobile,0
IDSnE4mBT,2017-01-16 13:44:53,8988291.0,211637,82877,67290861,f,Edge,Tablet,0
IDtqOLJ6T,2017-01-17 07:02:27,6963137.0,433282,11837,58321067,b,Google Chrome,Mobile,0
IDl3cSuRd,2017-01-17 17:09:47,6160179.0,206281,95113,65017662,b,InternetExplorer,,1
IDu0AVsJD,2017-01-16 16:56:53,9445609.0,608674,42227,43770446,e,Mozilla,Desktop,0
IDeaIYMYo,2017-01-16 19:26:49,,315625,1678,29916445,c,Opera,Mobile,1
IDz7QsMuc,2017-01-16 14:12:54,4658692.0,693626,73248,83960204,b,Google Chrome,Mobile,0
IDWf0avSg,2017-01-11 12:42:28,,43095,17714,26391770,c,Google Chrome,Mobile,0
IDUSWhEcC,2017-01-18 19:49:22,9565479.0,534768,45620,54630329,d,Google Chrome,Mobile,1
IDUfm4lgK,2017-01-10 23:46:57,7557700.0,628853,6906,98830533,c,Google Chrome,Mobile,1
IDE5KSABa,2017-01-10 16:09:42,5808753.0,418177,6906,99510044,b,Firefox,,0
ID8hm7Jo5,2017-01-14 16:00:01,4914180.0,480501,92704,91553313,d,Google Chrome,Mobile,1
IDZ07sPkc,2017-01-18 11:18:25,4097220.0,696444,15124,11945063,c,Mozilla Firefox,Desktop,0
IDwbaC0zl,2017-01-10 13:42:09,2288203.0,735619,33033,36994522,d,Firefox,Mobile,1
IDhjl0Vmf,2017-01-11 13:58:18,3648711.0,49220,48498,81968512,b,Firefox,Mobile,0
IDLskHkGU,2017-01-15 14:42:48,7157769.0,759388,6906,99510044,b,,Tablet,0
IDitHP8wT,2017-01-11 10:51:05,8407860.0,425046,8467,7122654,b,Firefox,,0
ID0dCPCPo,2017-01-12 12:13:26,6551117.0,382869,40339,43452411,a,Edge,Tablet,0
IDx9UXeUh,2017-01-11 11:51:03,7206262.0,458615,9764,49384126,c,Google Chrome,Mobile,0
IDxt9BZg2,2017-01-11 14:57:12,1276827.0,239270,21407,9434818,a,,Mobile,0
IDW0ZosfA,2017-01-11 17:13:20,4409551.0,572563,80554,7122654,b,Edge,Tablet,0
IDiF59PBd,2017-01-15 08:44:16,1610819.0,300685,80524,20803874,e,Internet Explorer,Tablet,0
IDmcQiVHP,2017-01-11 12:28:03,884721.0,855835,43347,86289887,d,InternetExplorer,Desktop,1
IDexmsuS0,2017-01-16 12:17:26,4226456.0,796454,97863,56008048,c,InternetExplorer,Desktop,1
IDUFGLoYu,2017-01-20 16:23:09,3371125.0,541022,5602,55277834,b,Mozilla Firefox,,0
IDyxHHl0L,2017-01-13 14:00:46,,564424,98552,17990842,b,Firefox,Mobile,0
ID8pWrfvO,2017-01-18 16:56:10,2855337.0,91398,6906,99510044,d,Google Chrome,Mobile,1
IDJACRPQE,2017-01-20 08:40:29,1569866.0,93646,6906,71165566,c,Firefox,Mobile,0
IDOmvs9XC,2017-01-11 08:10:26,6345790.0,483556,5602,55277834,b,Edge,Tablet,0
ID3ZZii9y,2017-01-14 10:29:40,9123803.0,109612,40339,43452411,a,Firefox,Mobile,0
IDB7vYS2A,2017-01-16 11:46:16,2817379.0,527842,23576,16150900,c,InternetExplorer,,1
IDMt0fxaD,2017-01-12 10:49:14,5641584.0,935938,6906,98830533,c,InternetExplorer,,1
IDQnuTye2,2017-01-10 18:57:17,9437029.0,757259,67817,86126586,c,Google Chrome,Mobile,1
IDfbojmYV,2017-01-17 15:16:02,2073465.0,890709,9764,7181598,f,Edge,Tablet,0
IDfNs8vhE,2017-01-11 19:33:24,,878643,80554,57977218,c,Google Chrome,Mobile,1
IDwmvPPDs,2017-01-20 16:10:48,9500990.0,23276,80524,75222797,c,Edge,Tablet,1
IDYig5tCt,2017-01-16 17:19:30,7805382.0,853632,20322,7864011,b,Mozilla,Desktop,0
IDpbsbWzo,2017-01-20 19:58:14,2499029.0,986660,42227,1189152,b,InternetExplorer,,1
